Proj_num,Name_CN,Name_EN,CategoryCN,CategoryEN,Time,Type_CN,Type_EN,Place_CN,Place_EN,Unit_CN,Unit_EN,X,Y,ProvinceCN,ProvinceEN,Region4CN,Region4EN,Region7CN,Region7EN,center
Ⅰ-39,黄初平（黄大仙）传说,Legend of Huang Chuping (Huang Taixian),民间文学,Folk Literature,2008,新增项目,New project,浙江省金华市,"Jinhua City, Zhejiang Province",金华黄大仙文化研究会,Jinhua Wong Tai Sin Cultural Research Association,119.644797,29.092488,浙江,Zhejiang,东部,Eastern China,华东,East China,"119.644797,29.092488"
Ⅰ-40,观音传说,Guanyin Legend,民间文学,Folk Literature,2008,新增项目,New project,浙江省舟山市,"Zhoushan City, Zhejiang Province",舟山市普陀山风景名胜区管理委员会,Zhoushan Putuo Mountain Scenic Spot Management Committee,122.102503,30.018281,浙江,Zhejiang,东部,Eastern China,华东,East China,"122.102503,30.018281"
Ⅰ-41,徐福东渡传说,Legend of Xu Fu's Eastward,民间文学,Folk Literature,2008,新增项目,New project,浙江省象山县,"Xiangshan County, Zhejiang Province",象山县文化馆,Xiangshan County Cultural Center,121.865334,29.479409,浙江,Zhejiang,东部,Eastern China,华东,East China,"121.865334,29.479409"
Ⅰ-41,徐福东渡传说,Legend of Xu Fu's Eastward,民间文学,Folk Literature,2008,新增项目,New project,浙江省慈溪市,"Cixi City, Zhejiang Province",慈溪市徐福研究会,Cixi Xufu Research Association,121.262233,30.172105,浙江,Zhejiang,东部,Eastern China,华东,East China,"121.262233,30.172105"
Ⅰ-41,徐福传说,Legend of Xu Fu,民间文学,Folk Literature,2011,扩展项目,Extension project,山东省胶南市,"Jiaonan City, Shandong Province",青岛市黄岛区琅琊暨徐福研究会,Qingdao Huangdao Langya and Xufu Research Association,120.040871,35.872494,山东,Shandong,东部,Eastern China,华东,East China,"120.040871,35.872494"
Ⅰ-41,徐福传说,Legend of Xu Fu,民间文学,Folk Literature,2011,扩展项目,Extension project,山东省青岛市黄岛区,"Huangdao District, Qingdao City, Shandong Province",青岛市黄岛区文化馆,Qingdao Huangdao District Cultural Center,120.040871,35.872494,山东,Shandong,东部,Eastern China,华东,East China,"120.040871,35.872494"
Ⅰ-41,徐福传说,Legend of Xu Fu,民间文学,Folk Literature,2011,扩展项目,Extension project,江苏省赣榆县,"Ganyu County, Jiangsu Province",连云港市赣榆区金山镇文化站,"Jinshan Town cultural station, Ganyu District, Lianyungang City",119.16768,34.842072,江苏,Jiangsu,东部,Eastern China,华东,East China,"119.16768,34.842072"
Ⅰ-42,陶朱公传说,The Legend of Tao Zhugong,民间文学,Folk Literature,2008,新增项目,New project,山东省定陶县,"Dingtao County, Shandong Province",菏泽市定陶区文化馆,Heze Dingtao District Cultural Center,115.564076,35.073492,山东,Shandong,东部,Eastern China,华东,East China,"115.564076,35.073492"
Ⅰ-43,麒麟传说,Kylin Legend,民间文学,Folk Literature,2008,新增项目,New project,山东省巨野县,"Juye County, Shandong Province",巨野县文化馆,Juye County Cultural Center,116.059613,35.387511,山东,Shandong,东部,Eastern China,华东,East China,"116.059613,35.387511"
Ⅰ-43,麒麟传说,Kylin Legend,民间文学,Folk Literature,2008,新增项目,New project,山东省嘉祥县,"Jiaxiang County, Shandong Province",嘉祥县文化馆,Jiaxiang County Cultural Center,116.336792,35.407984,山东,Shandong,东部,Eastern China,华东,East China,"116.336792,35.407984"
Ⅰ-44,鲁班传说,Legend of Luban,民间文学,Folk Literature,2008,新增项目,New project,山东省曲阜市,"Qufu City, Shandong Province",曲阜市文化馆,Qufu Cultural Center,116.980837,35.581177,山东,Shandong,东部,Eastern China,华东,East China,"116.980837,35.581177"
Ⅰ-44,鲁班传说,Legend of Luban,民间文学,Folk Literature,2008,新增项目,New project,山东省滕州市,"Tengzhou City, Shandong Province",山东省滕州市文化馆,Shandong Tengzhou Culture Museum,117.159927,35.114599,山东,Shandong,东部,Eastern China,华东,East China,"117.159927,35.114599"
Ⅰ-45,八仙传说,Legend of the Eight Immortals,民间文学,Folk Literature,2008,新增项目,New project,山东省蓬莱市,"Penglai City, Shandong Province",蓬莱市文化馆,Penglai Cultural Center,120.731587,37.920552,山东,Shandong,东部,Eastern China,华东,East China,"120.731587,37.920552"
Ⅰ-46,秃尾巴老李的传说,The legend of the bald-tailed Lao Li,民间文学,Folk Literature,2008,新增项目,New project,山东省即墨市,"Jimo City, Shandong Province",青岛圣龙山旅游开发有限公司,"Qingdao shenglongshan Tourism Development Co., Ltd",120.442042,36.389308,山东,Shandong,东部,Eastern China,华东,East China,"120.442042,36.389308"
Ⅰ-46,秃尾巴老李的传说,The legend of the bald-tailed Lao Li,民间文学,Folk Literature,2008,新增项目,New project,山东省莒县,"Juxian County, Shandong Province",莒县文化馆,Juxian Culture Museum,118.831617,35.580085,山东,Shandong,东部,Eastern China,华东,East China,"118.831617,35.580085"
Ⅰ-46,秃尾巴老李的传说,The legend of the bald-tailed Lao Li,民间文学,Folk Literature,2008,新增项目,New project,山东省文登市,"Wendeng City, Shandong Province",威海市文登区文化馆（威海市文登区非物质文化遗产保护中心）,Weihai Wendeng District Cultural Center (Weihai Wendeng District Intangible Cultural Heritage Protection Center),122.052929,37.193013,山东,Shandong,东部,Eastern China,华东,East China,"122.052929,37.193013"
Ⅰ-46,秃尾巴老李的传说,The legend of the bald-tailed Lao Li,民间文学,Folk Literature,2008,新增项目,New project,山东省诸城市,"Zhucheng City, Shandong Province",诸城市文化馆,Zhucheng Cultural Center,119.404245,35.995406,山东,Shandong,东部,Eastern China,华东,East China,"119.404245,35.995406"
Ⅰ-47,屈原传说,The Legend of Qu Yuan,民间文学,Folk Literature,2008,新增项目,New project,湖北省秭归县,"Zigui County, Hubei Province",秭归县文化馆（县文艺创作室、县非物质文化遗产保护中心）,"Zigui County Cultural Center (county literature and art creation office, county Intangible Cultural Heritage Protection Center)",110.972409,30.828361,湖北,Hubei,中部,Central China,华中,Central China,"110.972409,30.828361"
Ⅰ-48,王昭君传说,Legend of Wang Zhaojun,民间文学,Folk Literature,2008,新增项目,New project,湖北省兴山县,"Xingshan County, Hubei Province",兴山县文化馆,Xingshan County Cultural Center,110.741589,31.350329,湖北,Hubei,中部,Central China,华中,Central China,"110.741589,31.350329"
Ⅰ-49,炎帝神农传说,The Legend of Yandi Shennong,民间文学,Folk Literature,2008,新增项目,New project,湖北省随州市,"Suizhou City, Hubei Province",随县文化馆（随县非物质文化遗产保护中心）,Suixian Cultural Center (suixian Intangible Cultural Heritage Protection Center),113.37626,31.692061,湖北,Hubei,中部,Central China,华中,Central China,"113.37626,31.692061"
Ⅰ-49,炎帝神农传说,The Legend of Yandi Shennong,民间文学,Folk Literature,2008,新增项目,New project,湖北省神农架林区,Shennongjia forest region of Hubei Province,神农架林区群众艺术馆,Shennongjia forest Mass Art Museum,110.675342,31.745659,湖北,Hubei,中部,Central China,华中,Central China,"110.675342,31.745659"
Ⅰ-50,木兰传说,Legend of Mulan,民间文学,Folk Literature,2008,新增项目,New project,河南省虞城县,"Yucheng County, Henan Province",虞城县文化馆,Yucheng County Cultural Center,115.835066,34.403876,河南,Henan,中部,Central China,华中,Central China,"115.835066,34.403876"
Ⅰ-50,木兰传说,Legend of Mulan,民间文学,Folk Literature,2008,新增项目,New project,湖北省武汉市黄陂区,"Huangpi District, Wuhan City, Hubei Province",武汉市黄陂区文化馆,Wuhan Huangpi District Cultural Center,114.370174,30.884703,湖北,Hubei,中部,Central China,华中,Central China,"114.370174,30.884703"
Ⅰ-50,木兰传说,Legend of Mulan,民间文学,Folk Literature,2011,扩展项目,Extension project,陕西省延安市宝塔区,"Baota District, Yan'an City, Shaanxi Province",延安市宝塔区文化馆,Yan'an Baota District Cultural Center,109.483666,36.585337,陕西,Shaanxi,西部,Western China,西北,Northwest China,"109.483666,36.585337"
Ⅰ-51,巴拉根仓的故事,The story of Balangancang,民间文学,Folk Literature,2008,新增项目,New project,内蒙古自治区通辽市,"Tongliao City, Inner Mongolia Autonomous Region",通辽市群众艺术馆,Tongliao Mass Art Museum,122.257571,43.615052,内蒙古,Inner Mongolia,西部,Western China,华北,North China,"122.257571,43.615052"
Ⅰ-52,北票民间故事,Beipiao folktales,民间文学,Folk Literature,2008,新增项目,New project,辽宁省北票市,"Beipiao City, Liaoning Province",北票市文化体育事业服务中心,Beipiao culture and Sports Service Center,120.765288,41.798494,辽宁,Liaoning,东北,Northeast China,东北,Northeast China,"120.765288,41.798494"
Ⅰ-53,满族民间故事,Manchu folktales,民间文学,Folk Literature,2008,新增项目,New project,辽宁省文学艺术界联合会民间文艺家协会,Folk Writers and Artists Association of Liaoning Federation of literary and Art Circles,辽宁省文化遗产保护中心（辽宁省文物保护中心、辽宁省非物质文化遗产保护中心）,"Liaoning Cultural Heritage Protection Center (Liaoning cultural relics protection center, Liaoning Intangible Cultural Heritage Protection Center)",123.416473,41.788158,辽宁,Liaoning,东北,Northeast China,东北,Northeast China,"123.416473,41.788158"
Ⅰ-54,徐文长故事,Xu Wenchang Story,民间文学,Folk Literature,2008,新增项目,New project,浙江省绍兴市,"Shaoxing City, Zhejiang Province",绍兴市文化馆、绍兴市非物质文化遗产保护中心,"Shaoxing cultural center, Shaoxing Intangible Cultural Heritage Protection Center",120.578806,30.054186,浙江,Zhejiang,东部,Eastern China,华东,East China,"120.578806,30.054186"
Ⅰ-55,崂山民间故事,Laoshan folktale,民间文学,Folk Literature,2008,新增项目,New project,山东省青岛市崂山区,"Laoshan District, Qingdao City, Shandong Province",青岛市崂山区非物质文化遗产保护协会,Qingdao Laoshan District Intangible Cultural Heritage Protection Association,120.463972,36.107338,山东,Shandong,东部,Eastern China,华东,East China,"120.463972,36.107338"
Ⅰ-56,都镇湾故事,Duzhen Bay Story,民间文学,Folk Literature,2008,新增项目,New project,湖北省长阳土家族自治县,"Changyang Tujia Autonomous County, Hubei Province",长阳土家族自治县民族民间传统文化保护中心,National folk traditional culture protection center of Changyang Tujia Autonomous County,111.201652,30.475276,湖北,Hubei,中部,Central China,华中,Central China,"111.201652,30.475276"
Ⅰ-57,盘古神话,Pangu Mythology,民间文学,Folk Literature,2008,新增项目,New project,河南省桐柏县,"Tongbai County, Henan Province",桐柏县人民文化馆,Tongbai County People's Cultural Center,113.422016,32.382062,河南,Henan,中部,Central China,华中,Central China,"113.422016,32.382062"
Ⅰ-57,盘古神话,Pangu Mythology,民间文学,Folk Literature,2008,新增项目,New project,河南省泌阳县,"Miyang County, Henan Province",泌阳县人民文化馆,Biyang County People's Cultural Center,113.320923,32.725949,河南,Henan,中部,Central China,华中,Central China,"113.320923,32.725949"
Ⅰ-58,邵原神话群,Shaoyuan Mythology Group,民间文学,Folk Literature,2008,新增项目,New project,河南省济源市,"Jiyuan City, Henan Province",济源市邵原镇女娲文化研究基地,"Nuwa culture research base, Shaoyuan Town, Jiyuan City",112.595983,35.068112,河南,Henan,中部,Central China,华中,Central China,"112.595983,35.068112"
Ⅰ-59,嘎达梅林,Gadamerin,民间文学,Folk Literature,2008,新增项目,New project,内蒙古自治区科尔沁左翼中旗,"Horqin Left Wing Middle Banner, Inner Mongolia Autonomous Region",科尔沁左翼中旗文化研究室,Horqin Left Wing Middle Banner Culture Research Office,123.225021,44.169847,内蒙古,Inner Mongolia,西部,Western China,华北,North China,"123.225021,44.169847"
Ⅰ-60,科尔沁潮尔史诗,Horqin Chaoer Epic,民间文学,Folk Literature,2008,新增项目,New project,内蒙古自治区,Inner Mongolia Autonomous Region,内蒙古师范大学,Inner Mongolia Normal University,111.664021,40.816981,内蒙古,Inner Mongolia,西部,Western China,华北,North China,"111.664021,40.816981"
Ⅰ-61,仰阿莎,Yang asha,民间文学,Folk Literature,2008,新增项目,New project,贵州省黔东南苗族侗族自治州,"Qiandongnan Miao and Dong Autonomous Prefecture, Guizhou Province",黔东南苗族侗族自治州文化研究所,Institute of culture of Qiandongnan Miao and Dong Autonomous Prefecture,107.973367,26.586903,贵州,Guizhou,西部,Western China,西南,Southwest China,"107.973367,26.586903"
Ⅰ-62,布依族盘歌,Buyi Pange,民间文学,Folk Literature,2008,新增项目,New project,贵州省盘县,"Pan County, Guizhou Province",盘州市非物质文化遗产保护中心,Panzhou Intangible Cultural Heritage Protection Center,104.469158,25.712973,贵州,Guizhou,西部,Western China,西南,Southwest China,"104.469158,25.712973"
Ⅰ-63,梅葛,MeiGe,民间文学,Folk Literature,2008,新增项目,New project,云南省楚雄彝族自治州,"Chuxiong Yi Autonomous Prefecture, Yunnan Province",楚雄彝族自治州文化馆,Chuxiong Yi Autonomous Prefecture Cultural Center,101.544624,25.045071,云南,Yunnan,西部,Western China,西南,Southwest China,"101.544624,25.045071"
Ⅰ-64,查姆,Cham,民间文学,Folk Literature,2008,新增项目,New project,云南省双柏县,"Shuangbai County, Yunnan Province",双柏县文化馆,Shuangbai County Cultural Center,101.640551,24.692013,云南,Yunnan,西部,Western China,西南,Southwest China,"101.640551,24.692013"
Ⅰ-65,达古达楞格莱标,Dagudalenggelaibiao,民间文学,Folk Literature,2008,新增项目,New project,云南省德宏傣族景颇族自治州,"Dehong Dai and Jingpo Autonomous Prefecture, Yunnan Province",德宏州文化馆,Dehong Prefecture Cultural Center,98.578208,24.439862,云南,Yunnan,西部,Western China,西南,Southwest China,"98.578208,24.439862"
Ⅰ-66,哈尼哈吧,Haniha,民间文学,Folk Literature,2008,新增项目,New project,云南省元阳县,"Yuanyang County, Yunnan Province",元阳县文化馆,Yuanyang County Cultural Center,102.833857,23.222766,云南,Yunnan,西部,Western China,西南,Southwest China,"102.833857,23.222766"
Ⅰ-67,召树屯与喃木诺娜,Zhaoshutun and ramunona,民间文学,Folk Literature,2008,新增项目,New project,云南省西双版纳傣族自治州,"Xishuangbanna Dai Autonomous Prefecture, Yunnan Province",西双版纳傣族自治州文化馆,Xishuangbanna Dai Autonomous Prefecture Cultural Museum,100.796819,22.004582,云南,Yunnan,西部,Western China,西南,Southwest China,"100.796819,22.004582"
Ⅰ-68,米拉尕黑,Miragahei,民间文学,Folk Literature,2008,新增项目,New project,甘肃省东乡族自治县,"Dongxiang Autonomous County, Gansu Province",东乡族自治县文化馆,Dongxiang Autonomous County Cultural Center,103.386787,35.663922,甘肃,Gansu,西部,Western China,西北,Northwest China,"103.386787,35.663922"
